Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Nicotine addiction_Homo sapiens_hsa05033	10/40	0.00000000000000000234574101273161467938049579904466179863804242914228186112080010161662357859313488006591796875	0.000000000000000091483899496532968643979447388270104034927769566694355507507907532271929085254669189453125	0.00000000000000339758322232179128431308853470763201106940557157110038843939037178643047809600830078125	0.00000000000013250574567054985417175366369600910784374257767037619260008796118199825286865234375	-1.9009404212254908	70.20243059244464	GABRB3;GRIA1;GRIA2;GABRB2;GRIN3A;GABRA5;CACNA1B;CACNA1A;GABRG2;GRIA4
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	12/101	0.000000000000000011079714158359448475102740766840602558912244387915625731810820298051112331449985504150390625	0.000000000000000216054426088009234479295756384870972785312287088761717956941765805822797119617462158203125	0.000000000000010963645645266403625856298478804918613771436815274018528043598053045570850372314453125	0.0000000000002137910900826948714930587255577077183802715831806295909700565971434116363525390625	-1.91294443908492	69.00182139749329	GRIA1;GABRB3;GRIA2;GABRB2;KCNJ6;GABRA5;CACNA1B;CACNA1A;CACNA1D;GABRG2;GRIA4;KCNJ3
Serotonergic synapse_Homo sapiens_hsa04726	9/112	0.000000000006655281260219230217843892018881758591321295970288929311209358274936676025390625	0.00000000008651865638284998879300276151388241797912659336589058511890470981597900390625	0.0000000010248740543977750513803221142834255774634044655613251961767673492431640625	0.0000000133233627071710746339684217943999389177633929648436605930328369140625	-1.828858963456725	42.37587114048772	GABRB3;GABRB2;KCNJ6;KCND2;CACNA1B;CACNA1A;CACNA1D;HTR3A;KCNJ3
Dopaminergic synapse_Homo sapiens_hsa04728	9/129	0.0000000000240701574133876639727154309946158153125927992022070611710660159587860107421875	0.000000000234684034780529745544401759748038595321251165159992524422705173492431640625	0.000000003319328669307932333443460153174671412035223738712375052273273468017578125	0.000000031755667000678942898090717332493237989865519921295344829559326171875	-1.8144883878695408	40.232253722635505	GRIA1;GRIA2;KCNJ6;CACNA1B;CACNA1A;CACNA1D;SCN1A;GRIA4;KCNJ3
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	11/277	0.000000000053930834789337317445210820981795255511792586133879012777470052242279052734375	0.00000000030047179382630787732233231459720752820619082967823487706482410430908203125	0.000000012124024248345164164387778647606619397691929407301358878612518310546875	0.0000000675481350979230607960257883916332932727755178348161280155181884765625	-1.748432340591647	38.33554567485239	GABRB3;CHRNA1;GRIA1;GABRB2;GRIA2;CHRNA3;GRIN3A;GABRA5;GRIK3;GABRG2;GRIA4
GABAergic synapse_Homo sapiens_hsa04727	8/88	0.000000000039504850310380461778225811867392390508424426798228523693978786468505859375	0.00000000030047179382630787732233231459720752820619082967823487706482410430908203125	0.000000004071239359061402850813618883342448473428021316067315638065338134765625	0.000000031755667000678942898090717332493237989865519921295344829559326171875	-1.7354003224064418	38.04980998078179	GABRB3;GABRB2;KCNJ6;GABRA5;CACNA1B;CACNA1A;CACNA1D;GABRG2
Morphine addiction_Homo sapiens_hsa05032	8/91	0.00000000005194764853976457076153984685734752053953844352918167714960873126983642578125	0.00000000030047179382630787732233231459720752820619082967823487706482410430908203125	0.00000000521227655678201191727937056116619352064134318425203673541545867919921875	0.00000003387979761908307456718376471198339583423830845276825129985809326171875	-1.7163205241973656	37.63147267442454	GABRB3;GABRB2;KCNJ6;GABRA5;CACNA1B;CACNA1A;GABRG2;KCNJ3
Glutamatergic synapse_Homo sapiens_hsa04724	8/114	0.000000000322538362378499006993432100221202811496379325717498431913554668426513671875	0.000000001572374516595182626781238810725720156380447178889880888164043426513671875	0.000000027480070054798556024016278225875764551489055520505644381046295166015625	0.00000013396534151714295772194721241554749013857872341759502887725830078125	-1.7470679389546089	35.414253258057926	GRIA1;GRIA2;GRIN3A;GRIK3;CACNA1A;CACNA1D;GRIA4;KCNJ3
Oxytocin signaling pathway_Homo sapiens_hsa04921	7/158	0.000000109276111561988980678354339663715943942179364967159926891326904296875	0.0000004116394786960915282863528175116840657210559584200382232666015625	0.0000044211093119093613471211334786659108431194908916950225830078125	0.00001567484210586046264996294696825174241894274018704891204833984375	-1.761895774392804	25.905361337852128	CACNB2;CACNB3;KCNJ6;CACNA2D1;CACNA2D2;CACNA1D;KCNJ3
MAPK signaling pathway_Homo sapiens_hsa04010	8/255	0.0000001796543516825911930440422444033021776021996629424393177032470703125	0.0000005838766429684213509233576926138464813220707583241164684295654296875	0.00000976015224689354685995434923739821897470392286777496337890625	0.00002928045674068064396799483672939601319740177132189273834228515625	-1.7177308251323642	24.65558012510839	CACNB2;CACNB3;CACNA2D1;CACNA1B;CACNA2D2;CACNA1A;CACNA1D;CACNA1E
